idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
29.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,python,amazonathena,amazonwebservices(aws),cientistadedados/datascientist
23.0,masculino,amarela,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,sqlserver,amazonwebservices(aws),analistadebi/bianalyst
21.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"postgresql,amazonathena,s3,amazonauroraourds",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
32.0,feminino,parda,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"firebird,postgresql,oracle",azure(microsoft),analistadebi/bianalyst
20.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"mysql,s3,mongodb",amazonwebservices(aws),analistadedados/dataanalyst
24.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"amazonathena,oracle,s3,mysql",amazonwebservices(aws),cientistadedados/datascientist
26.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"amazonredshift,splunk,mysql,mongodb,oracle,s3",naoseiopinar,cientistadedados/datascientist
35.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,c/c++/c#,mysql,googlecloud(gcp),productmanager/productowner(pm/apm/dpm/gpm/po)
28.0,masculino,branca,0,True,,pos-graduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,sybase,amazonwebservices(aws),outraopcao
26.0,feminino,parda,0,True,minasgerais(mg),estudantedegraduacao,cienciassociais,menosde1ano,python,googlebigquery,googlecloud(gcp),cientistadedados/datascientist
28.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de4a6anos,python,postgresql,amazonwebservices(aws),analistadedados/dataanalyst
22.0,masculino,branca,0,True,parana(pr),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,naotenhoexperiencianaareadedados,python,"oracle,sqlserver",amazonwebservices(aws),desenvolvedor/engenheirodesoftware/analistadesistemas
37.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de7a10anos,naoatuocomprogramacao,microsoftaccess,googlecloud(gcp),outraopcao
25.0,masculino,branca,0,False,,mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"amazonredshift,snowflake,sqlite,postgresql,s3,googlebigquery,mysql,elaticsearch",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
27.0,masculino,parda,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,mysql,googlecloud(gcp),desenvolvedor/engenheirodesoftware/analistadesistemas
26.0,feminino,branca,0,True,parana(pr),pos-graduacao,outrasengenharias,de3a4anos,sql,"db2,googlebigquery",googlecloud(gcp),analistadenegocios/businessanalyst
29.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,de4a6anos,python,mysql,amazonwebservices(aws),analistadedados/dataanalyst
38.0,masculino,branca,0,True,riograndedosul(rs),doutoradoouphd,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"mongodb,googlebigquery,redis",googlecloud(gcp),engenheirodemachinelearning/mlengineer
30.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"postgresql,sqlserver,amazonredshift,mysql,sqlite,amazonathena,s3,oracle",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
21.0,masculino,branca,0,True,riodejaneiro(rj),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"s3,presto,mysql",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
29.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"mysql,oracle,db2,sqlserver,googlebigquery,hive",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
47.0,masculino,branca,0,True,parana(pr),doutoradoouphd,outraopcao,naotenhoexperiencianaareadedados,python,mysql,googlecloud(gcp),outraopcao
22.0,masculino,preta,0,True,goias(go),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"mysql,sqlserver",amazonwebservices(aws),analistadedados/dataanalyst
19.0,masculino,parda,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,sqlserver,naoseiopinar,analistadebi/bianalyst
37.0,masculino,branca,0,True,saopaulo(sp),mestrado,cienciassociais,de3a4anos,python,solucaoproprietaria,amazonwebservices(aws),outraopcao
25.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,"mysql,mongodb",googlecloud(gcp),cientistadedados/datascientist
29.0,masculino,parda,0,True,riodejaneiro(rj),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"mysql,redis,amazonauroraourds,s3,amazonathena,presto,dynamodb",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
25.0,masculino,branca,0,True,ceara(ce),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"s3,snowflake,postgresql,databricks",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
27.0,masculino,branca,0,True,para(pa),mestrado,outrasengenharias,de1a2anos,python,sqlserver,amazonwebservices(aws),cientistadedados/datascientist
34.0,masculino,parda,0,True,riodejaneiro(rj),pos-graduacao,outrasengenharias,menosde1ano,r,mariadb,amazonwebservices(aws),outraopcao
29.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,presto,amazonwebservices(aws),analistadebi/bianalyst
36.0,masculino,branca,0,True,santacatarina(sc),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"mysql,oracle,googlebigquery,postgresql",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
26.0,masculino,branca,0,True,riograndedosul(rs),mestrado,economia/administracao/contabilidade/financas/negocios,de4a6anos,r,"sqlserver,sqlite,mysql",azure(microsoft),analistadeinteligenciademercado/marketintelligence
37.0,masculino,indigena,0,True,riodejaneiro(rj),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"oracle,sqlserver",azure(microsoft),analistadenegocios/businessanalyst
23.0,masculino,branca,0,True,riograndedonorte(rn),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,postgresql,azure(microsoft),cientistadedados/datascientist
25.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,sqlserver,naoseiopinar,analistadedados/dataanalyst
23.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"mysql,sqlserver,s3,databricks",amazonwebservices(aws),cientistadedados/datascientist
26.0,masculino,branca,0,True,distritofederal(df),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"s3,amazonathena,googlebigquery,mysql,databricks,hive,postgresql,amazonredshift,mongodb",amazonwebservices(aws),analyticsengineer
22.0,masculino,preta,0,True,bahia(ba),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,menosde1ano,r,sqlite,amazonwebservices(aws),cientistadedados/datascientist
33.0,masculino,parda,0,True,bahia(ba),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"mysql,sqlserver,amazonredshift,s3,presto,hive,postgresql",amazonwebservices(aws),analistadedados/dataanalyst
30.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,outrasengenharias,de3a4anos,python,googlebigquery,azure(microsoft),analistadenegocios/businessanalyst
22.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,"googlebigquery,mongodb,sqlserver,metabase",naoseiopinar,analistadedados/dataanalyst
26.0,masculino,branca,0,True,goias(go),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,de1a2anos,python,"databricks,sqlserver",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
33.0,masculino,branca,0,True,riodejaneiro(rj),mestrado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,"googlebigquery,databricks",googlecloud(gcp),cientistadedados/datascientist
31.0,masculino,preta,0,True,maranhao(ma),graduacao/bacharelado,outrasengenharias,de1a2anos,python,oracle,naoseiopinar,outrasengenharias(naoincluidev)
27.0,masculino,branca,0,True,paraiba(pb),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,r,naotenhoacessoaobancodedadosdevidoaocompliancedaempresa,azure(microsoft),cientistadedados/datascientist
38.0,masculino,preta,0,True,riograndedosul(rs),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,googlebigquery,naoseiopinar,analistadedados/dataanalyst
34.0,feminino,branca,1,True,parana(pr),doutoradoouphd,outrasengenharias,de3a4anos,python,"hive,presto,s3,sqlserver",amazonwebservices(aws),cientistadedados/datascientist
29.0,feminino,branca,0,True,riodejaneiro(rj),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,sql,dbeaver,azure(microsoft),analistadedados/dataanalyst
36.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"mongodb,postgresql,s3,firebase,googlebigquery,oracle",amazonwebservices(aws),desenvolvedor/engenheirodesoftware/analistadesistemas
37.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"postgresql,amazonathena,s3,googlefirestore,mongodb,mysql,sqlserver,snowflake,amazonredshift,googlebigquery,oracle",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
42.0,masculino,branca,0,True,riodejaneiro(rj),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,googlebigquery,googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
27.0,masculino,branca,0,True,bahia(ba),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"googlebigquery,oracle,postgresql",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
39.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,python,"googlebigquery,sqlserver,mysql",naoseiopinar,analistadedados/dataanalyst
32.0,masculino,parda,0,True,pernambuco(pe),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"mysql,amazonauroraourds,postgresql,elaticsearch,mongodb,s3",azure(microsoft),analistadedados/dataanalyst
30.0,masculino,branca,0,True,riodejaneiro(rj),mestrado,quimica/fisica,de1a2anos,python,"s3,mysql,databricks,googlebigquery,amazonathena",amazonwebservices(aws),cientistadedados/datascientist
41.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de4a6anos,python,"databricks,amazonredshift",amazonwebservices(aws),analistadedados/dataanalyst
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outraopcao,de1a2anos,python,"mysql,sqlserver",googlecloud(gcp),analistadebi/bianalyst
24.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"databricks,snowflake,s3",amazonwebservices(aws),analistadedados/dataanalyst
26.0,feminino,branca,0,True,pernambuco(pe),pos-graduacao,outrasengenharias,de1a2anos,python,"oracle,sqlserver",azure(microsoft),analistadedados/dataanalyst
25.0,masculino,branca,0,True,bahia(ba),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"amazonathena,googlebigquery,sqlite,mysql,sqlserver,s3",googlecloud(gcp),cientistadedados/datascientist
25.0,feminino,branca,0,True,riograndedosul(rs),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,knime,amazonwebservices(aws),analistadedados/dataanalyst
31.0,feminino,parda,0,True,distritofederal(df),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de7a10anos,python,"db2,hive",azure(microsoft),cientistadedados/datascientist
29.0,feminino,branca,0,True,riograndedosul(rs),graduacao/bacharelado,outrasengenharias,de1a2anos,python,saphana,amazonwebservices(aws),analistadedados/dataanalyst
29.0,prefironaoinformar,preta,0,True,riodejaneiro(rj),mestrado,quimica/fisica,menosde1ano,python,"databricks,mongodb,hive,sqlserver,googlebigquery,postgresql,mysql",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
30.0,masculino,branca,0,False,,pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,c/c++/c#,"sqlserver,mysql,mongodb,postgresql",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
26.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"googlebigquery,mysql,oracle,snowflake,sqlserver,databricks",googlecloud(gcp),cientistadedados/datascientist
24.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"dynamodb,amazonauroraourds,mysql,postgresql,mongodb,databricks,s3",amazonwebservices(aws),analyticsengineer
32.0,masculino,parda,0,True,ceara(ce),naotenhograduacaoformal,,maisde10anos,python,"sqlserver,mysql,firebase,firebird",amazonwebservices(aws),analistadesuporte/analistatecnico
29.0,feminino,parda,0,True,ceara(ce),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"googlebigquery,databricks",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
37.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,de4a6anos,c/c++/c#,powerbi,naoseiopinar,analistadebi/bianalyst
,feminino,parda,0,True,bahia(ba),naotenhograduacaoformal,,menosde1ano,r,postgresql,googlecloud(gcp),analistadedados/dataanalyst
26.0,masculino,parda,0,True,riograndedonorte(rn),mestrado,outrasengenharias,de3a4anos,scala,"mongodb,databricks,oracle,googlebigquery,s3",amazonwebservices(aws),cientistadedados/datascientist
32.0,feminino,branca,0,True,espiritosanto(es),graduacao/bacharelado,cienciasbiologicas/farmacia/medicina/areadasaude,menosde1ano,python,mysql,naoseiopinar,analistadesuporte/analistatecnico
25.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de1a2anos,python,"presto,amazonathena,s3",amazonwebservices(aws),analistadedados/dataanalyst
28.0,masculino,branca,0,True,santacatarina(sc),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"googlebigquery,s3,postgresql",googlecloud(gcp),analistadedados/dataanalyst
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,googlebigquery,googlecloud(gcp),analistadedados/dataanalyst
38.0,feminino,branca,0,True,parana(pr),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de1a2anos,python,mysql,amazonwebservices(aws),cientistadedados/datascientist
28.0,masculino,parda,0,True,minasgerais(mg),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"s3,sqlserver,elaticsearch,amazonathena,mysql",amazonwebservices(aws),cientistadedados/datascientist
26.0,masculino,branca,0,True,parana(pr),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"mongodb,postgresql,sqlite,s3,mysql",amazonwebservices(aws),desenvolvedor/engenheirodesoftware/analistadesistemas
,masculino,amarela,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de7a10anos,python,microsoftaccess,azure(microsoft),outrasengenharias(naoincluidev)
27.0,masculino,parda,0,True,espiritosanto(es),pos-graduacao,outrasengenharias,de3a4anos,python,"databricks,sqlserver",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
26.0,feminino,prefironaoinformar,0,True,minasgerais(mg),pos-graduacao,outrasengenharias,de1a2anos,python,databricks,naoseiopinar,analistadenegocios/businessanalyst
32.0,masculino,branca,0,True,riograndedosul(rs),doutoradoouphd,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,python,"googlebigquery,saphana",googlecloud(gcp),cientistadedados/datascientist
37.0,feminino,branca,0,True,riograndedosul(rs),mestrado,economia/administracao/contabilidade/financas/negocios,de7a10anos,python,"databricks,oracle,hbase",azure(microsoft),analistadedados/dataanalyst
32.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,python,"amazonredshift,s3,mysql,dynamodb",amazonwebservices(aws),cientistadedados/datascientist
43.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de1a2anos,python,sqlserver,amazonwebservices(aws),analistadedados/dataanalyst
52.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,economia/administracao/contabilidade/financas/negocios,naotenhoexperiencianaareadedados,python,microsoftaccess,naoseiopinar,outraopcao
30.0,masculino,branca,0,True,parana(pr),graduacao/bacharelado,outrasengenharias,de1a2anos,python,oracle,amazonwebservices(aws),outraopcao
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,naotenhoexperiencianaareadedados,python,mongodb,amazonwebservices(aws),desenvolvedor/engenheirodesoftware/analistadesistemas
23.0,masculino,branca,0,True,parana(pr),pos-graduacao,marketing/publicidade/comunicacao/jornalismo,de1a2anos,r,oracle,amazonwebservices(aws),analistadebi/bianalyst
32.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,outrasengenharias,de4a6anos,python,"amazonathena,hive,amazonredshift,mysql,presto,databricks",amazonwebservices(aws),analistadedados/dataanalyst
40.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,naotenhoexperiencianaareadedados,python,mariadb,amazonwebservices(aws),outraopcao
34.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,naotenhoexperiencianaareadedados,python,"sqlserver,influxdb",amazonwebservices(aws),outraopcao
24.0,feminino,branca,0,True,minasgerais(mg),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"mysql,amazonredshift,mongodb,amazonathena,s3",amazonwebservices(aws),cientistadedados/datascientist
25.0,masculino,branca,0,True,riodejaneiro(rj),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,oracle,amazonwebservices(aws),cientistadedados/datascientist
31.0,feminino,branca,1,True,minasgerais(mg),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,naotenhoexperiencianaareadedados,python,"mysql,mariadb",googlecloud(gcp),outraopcao
31.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"amazonredshift,googlebigquery,amazonauroraourds,sqlserver,mysql",amazonwebservices(aws),estatistico
23.0,feminino,branca,0,True,parana(pr),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,mysql,amazonwebservices(aws),analistadedados/dataanalyst
31.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de4a6anos,python,sqlserver,naoseiopinar,analistadenegocios/businessanalyst
22.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"hive,mongodb,sqlserver,mysql,redis,amazonathena,postgresql,s3,amazonredshift,sqlite,oracle,amazonauroraourds",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
28.0,masculino,parda,0,True,minasgerais(mg),pos-graduacao,outrasengenharias,de1a2anos,python,"googlebigquery,amazonredshift,postgresql",amazonwebservices(aws),analistadedados/dataanalyst
30.0,masculino,branca,0,True,riodejaneiro(rj),mestrado,outrasengenharias,de3a4anos,python,"postgresql,amazonauroraourds,presto",amazonwebservices(aws),analistadedados/dataanalyst
27.0,masculino,parda,1,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"saphana,oracle,mysql",azure(microsoft),analistadebi/bianalyst
31.0,masculino,preta,0,True,minasgerais(mg),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"sqlserver,amazonredshift,amazonauroraourds,s3,amazonathena,mysql,postgresql",googlecloud(gcp),analistadedados/dataanalyst
35.0,masculino,branca,0,True,riograndedosul(rs),doutoradoouphd,cienciasbiologicas/farmacia/medicina/areadasaude,de3a4anos,python,postgresql,amazonwebservices(aws),estatistico
42.0,masculino,parda,0,True,bahia(ba),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,python,"db2,saphana",naoseiopinar,analistadebi/bianalyst
25.0,masculino,branca,0,True,riograndedosul(rs),naotenhograduacaoformal,,de3a4anos,scala,"oracle,s3,presto,dynamodb,postgresql",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
24.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,microstrategy,amazonwebservices(aws),analistadebi/bianalyst
29.0,masculino,branca,0,True,santacatarina(sc),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,rust,"s3,dynamodb",amazonwebservices(aws),cientistadedados/datascientist
48.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de4a6anos,r,oracle,azure(microsoft),analistadesuporte/analistatecnico
27.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,python,"googlebigquery,oracle",googlecloud(gcp),analistadedados/dataanalyst
32.0,masculino,preta,0,True,distritofederal(df),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de7a10anos,r,"sqlite,firebase,googlebigquery,postgresql",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
53.0,feminino,amarela,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"snowflake,postgresql,sqlserver,s3",amazonwebservices(aws),analistadedados/dataanalyst
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,menosde1ano,sql,"amazonredshift,s3,oracle",googlecloud(gcp),analistadedados/dataanalyst
37.0,masculino,branca,0,True,parana(pr),mestrado,outrasengenharias,menosde1ano,python,mysql,naoseiopinar,analistadedados/dataanalyst
23.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,r,nenhum,azure(microsoft),analistadenegocios/businessanalyst
27.0,masculino,parda,0,True,para(pa),mestrado,cienciasbiologicas/farmacia/medicina/areadasaude,menosde1ano,r,datasus,googlecloud(gcp),outraopcao
35.0,masculino,preta,0,True,riodejaneiro(rj),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"microsoftaccess,mariadb,sqlserver,oracle",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
40.0,masculino,parda,1,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"hive,mysql,sqlserver",amazonwebservices(aws),analistadedados/dataanalyst
24.0,masculino,branca,0,True,matogrosso(mt),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"sqlserver,amazonauroraourds,saphana,amazonathena,mysql,postgresql",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
35.0,masculino,branca,0,True,riodejaneiro(rj),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"mysql,pwamicrosoft-mysqlousql",amazonwebservices(aws),analistadenegocios/businessanalyst
28.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,menosde1ano,python,oracle,azure(microsoft),analistadedados/dataanalyst
,masculino,parda,0,True,minasgerais(mg),pos-graduacao,outraopcao,de4a6anos,c/c++/c#,sql,azure(microsoft),analistadenegocios/businessanalyst
30.0,masculino,branca,0,True,ceara(ce),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,naotenhoexperiencianaareadedados,python,saphana,googlecloud(gcp),outraopcao
33.0,masculino,parda,0,True,bahia(ba),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"db2,mysql,mariadb",amazonwebservices(aws),desenvolvedor/engenheirodesoftware/analistadesistemas
34.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"googlebigquery,databricks,firebase",googlecloud(gcp),analistadedados/dataanalyst
36.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,r,mysql,azure(microsoft),analistademarketing
22.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,menosde1ano,python,"googlebigquery,databricks",googlecloud(gcp),analistadedados/dataanalyst
25.0,masculino,parda,0,True,ceara(ce),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"databricks,amazonathena,s3",amazonwebservices(aws),analistadedados/dataanalyst
37.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,quimica/fisica,menosde1ano,python,sas,amazonwebservices(aws),analistadeinteligenciademercado/marketintelligence
28.0,masculino,parda,0,True,riodejaneiro(rj),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,oracle,amazonwebservices(aws),analistadedados/dataanalyst
31.0,masculino,branca,0,True,maranhao(ma),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de4a6anos,python,"neo4j,googlebigquery,postgresql,googlefirestore,firebase,amazonathena",amazonwebservices(aws),analistadedados/dataanalyst
19.0,feminino,prefironaoinformar,prefironaoinformar,True,goias(go),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,r,"postgresql,sqlserver",amazonwebservices(aws),analistadebi/bianalyst
