idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
32.0,masculino,branca,0,True,santacatarina(sc),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,sqlserver,amazonwebservices(aws),cientistadedados/datascientist
54.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,naotenhoexperiencianaareadedados,python,nenhuma,azure(microsoft),outraopcao
32.0,masculino,parda,0,True,amazonas(am),naotenhograduacaoformal,,de4a6anos,python,"postgresql,sqlserver,databricks,oracle,mysql",naoseiopinar,analistadedados/dataanalyst
29.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"s3,mysql",amazonwebservices(aws),cientistadedados/datascientist
36.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,economia/administracao/contabilidade/financas/negocios,naotenhoexperiencianaareadedados,python,nenhum,googlecloud(gcp),outraopcao
34.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,mysql,azure(microsoft),analistadedados/dataanalyst
21.0,masculino,branca,0,True,bahia(ba),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,listadosharepoint,naoseiopinar,desenvolvedor/engenheirodesoftware/analistadesistemas
25.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"oracle,s3,postgresql,amazonathena,amazonredshift,splunk",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
23.0,masculino,amarela,0,True,saopaulo(sp),estudantedegraduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"sqlserver,mongodb,amazonathena",amazonwebservices(aws),analistadedados/dataanalyst
20.0,feminino,parda,0,True,minasgerais(mg),estudantedegraduacao,outrasengenharias,menosde1ano,c/c++/c#,"saphana,databricks",googlecloud(gcp),analistadedados/dataanalyst
49.0,masculino,branca,0,True,goias(go),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,r,"sybase,sqlserver,mysql,firebird",naoseiopinar,desenvolvedor/engenheirodesoftware/analistadesistemas
30.0,feminino,branca,0,True,espiritosanto(es),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"sqlserver,mysql,googlebigquery,databricks",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
27.0,masculino,branca,0,True,saopaulo(sp),mestrado,outrasengenharias,de1a2anos,r,excel,googlecloud(gcp),outraopcao
36.0,masculino,preta,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"databricks,hive",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
28.0,feminino,branca,0,True,maranhao(ma),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,r,"mysql,microsoftaccess",googlecloud(gcp),analistadedados/dataanalyst
26.0,masculino,parda,0,True,maranhao(ma),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"amazonathena,sqlserver,s3",amazonwebservices(aws),cientistadedados/datascientist
24.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"postgresql,sqlserver",naoseiopinar,analistadebi/bianalyst
36.0,masculino,branca,0,True,santacatarina(sc),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"googlebigquery,dynamodb,amazonauroraourds,amazonredshift,sqlserver,hive,postgresql,amazonathena",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
32.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,menosde1ano,python,"s3,postgresql,mysql,databricks",amazonwebservices(aws),cientistadedados/datascientist
44.0,masculino,branca,0,True,ceara(ce),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,r,"oracle,hive",amazonwebservices(aws),cientistadedados/datascientist
43.0,masculino,branca,0,True,riodejaneiro(rj),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,scala,"databricks,sqlserver,saphana,oracle,elaticsearch",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
31.0,masculino,branca,0,True,santacatarina(sc),mestrado,outrasengenharias,de4a6anos,python,databricks,googlecloud(gcp),engenheirodemachinelearning/mlengineer
27.0,masculino,amarela,0,True,saopaulo(sp),naotenhograduacaoformal,,de1a2anos,python,"firebase,googlebigquery,postgresql",googlecloud(gcp),analistadedados/dataanalyst
39.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,menosde1ano,python,"sqlserver,hive",naoseiopinar,analistadedados/dataanalyst
39.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"googlebigquery,s3,mysql,sqlserver",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
21.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,c/c++/c#,microsoftaccess,amazonwebservices(aws),outraopcao
46.0,feminino,branca,0,True,distritofederal(df),pos-graduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,nenhum,naoseiopinar,outraopcao
28.0,feminino,branca,0,True,riodejaneiro(rj),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,googlebigquery,googlecloud(gcp),analistadebi/bianalyst
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,oracle,amazonwebservices(aws),analistadedados/dataanalyst
42.0,feminino,parda,0,True,minasgerais(mg),naotenhograduacaoformal,,de4a6anos,r,googlebigquery,googlecloud(gcp),outraopcao
25.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,databricks,amazonwebservices(aws),cientistadedados/datascientist
25.0,masculino,parda,0,True,paraiba(pb),mestrado,outraopcao,de1a2anos,python,"sqlite,db2,sqlserver,s3,amazonathena,coachdb",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
28.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,"sqlserver,databricks",amazonwebservices(aws),analistadedados/dataanalyst
26.0,feminino,branca,0,True,parana(pr),pos-graduacao,outrasengenharias,de1a2anos,python,"sqlserver,databricks",azure(microsoft),analistadebi/bianalyst
25.0,masculino,amarela,0,True,saopaulo(sp),graduacao/bacharelado,cienciassociais,de3a4anos,python,"postgresql,googlebigquery",googlecloud(gcp),analistadedados/dataanalyst
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,nenhum,azure(microsoft),analistadedados/dataanalyst
39.0,feminino,preta,0,True,riodejaneiro(rj),doutoradoouphd,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"googlebigquery,mongodb",amazonwebservices(aws),cientistadedados/datascientist
26.0,masculino,preta,0,True,saopaulo(sp),mestrado,outraopcao,menosde1ano,python,"sqlserver,databricks",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
32.0,masculino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,oracle,azure(microsoft),analistadeinteligenciademercado/marketintelligence
34.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de7a10anos,python,"postgresql,amazonathena,databricks,dynamodb,snowflake,amazonauroraourds,hive,s3,sqlserver,mysql",amazonwebservices(aws),analyticsengineer
25.0,masculino,parda,0,True,minasgerais(mg),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,r,s3,googlecloud(gcp),cientistadedados/datascientist
30.0,masculino,branca,0,True,riograndedosul(rs),pos-graduacao,outrasengenharias,de3a4anos,python,"sqlserver,mongodb",naoseiopinar,cientistadedados/datascientist
31.0,masculino,preta,1,True,saopaulo(sp),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,python,"firebase,databricks",googlecloud(gcp),analistademarketing
25.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,outraopcao,naotenhoexperiencianaareadedados,r,googlebigquery,googlecloud(gcp),analistademarketing
28.0,feminino,branca,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,julia,redis,amazonwebservices(aws),cientistadedados/datascientist
35.0,masculino,branca,0,True,distritofederal(df),pos-graduacao,outrasengenharias,de3a4anos,scala,"hive,db2,mysql",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
29.0,masculino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,"nenhumdoslistados,apenasexcel",azure(microsoft),economista
38.0,masculino,parda,0,True,bahia(ba),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,sqlserver,azure(microsoft),analyticsengineer
46.0,masculino,branca,0,True,riodejaneiro(rj),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"mongodb,postgresql,splunk,sqlserver,oracle,s3,hive",naoseiopinar,analistadedados/dataanalyst
35.0,feminino,preta,0,True,riodejaneiro(rj),pos-graduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,postgresql,azure(microsoft),analistadedados/dataanalyst
40.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,mysql,amazonwebservices(aws),desenvolvedor/engenheirodesoftware/analistadesistemas
26.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,menosde1ano,python,"sqlserver,oracle",googlecloud(gcp),analistadebi/bianalyst
28.0,masculino,branca,0,True,saopaulo(sp),naotenhograduacaoformal,,menosde1ano,python,nenhum,naoseiopinar,outraopcao
32.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"googlebigquery,postgresql",googlecloud(gcp),analistadedados/dataanalyst
34.0,masculino,branca,0,True,distritofederal(df),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,"databricks,sqlserver,mysql",azure(microsoft),outraopcao
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,googlebigquery,naoseiopinar,analistadebi/bianalyst
36.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,"hive,db2",naoseiopinar,cientistadedados/datascientist
24.0,masculino,branca,0,True,saopaulo(sp),mestrado,quimica/fisica,menosde1ano,python,s3,amazonwebservices(aws),cientistadedados/datascientist
34.0,masculino,parda,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"firebase,amazonredshift,postgresql,dynamodb,redis,amazonathena,mongodb",amazonwebservices(aws),productmanager/productowner(pm/apm/dpm/gpm/po)
28.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"oracle,postgresql,sqlserver",googlecloud(gcp),analistadedados/dataanalyst
26.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,menosde1ano,python,naoutilizo,azure(microsoft),analistadenegocios/businessanalyst
43.0,masculino,branca,0,True,saopaulo(sp),mestrado,outrasengenharias,de3a4anos,mlanguage,sapecc,azure(microsoft),analistadebi/bianalyst
32.0,masculino,branca,0,True,saopaulo(sp),doutoradoouphd,quimica/fisica,de3a4anos,python,"sqlserver,hive",azure(microsoft),engenheirodemachinelearning/mlengineer
25.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de4a6anos,python,"presto,bancodedadospropriodaempresa",googlecloud(gcp),analistadedados/dataanalyst
25.0,masculino,parda,0,True,amazonas(am),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"databricks,sqlserver",googlecloud(gcp),analistadedados/dataanalyst
28.0,masculino,parda,1,True,riograndedonorte(rn),graduacao/bacharelado,outrasengenharias,menosde1ano,python,"sqlserver,postgresql",naoseiopinar,analistadesuporte/analistatecnico
26.0,masculino,parda,0,True,pernambuco(pe),mestrado,outrasengenharias,menosde1ano,python,"s3,googlebigquery,postgresql,amazonauroraourds,sqlserver,mariadb,amazonredshift,mysql",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
47.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"s3,sqlserver,saphana,googlebigquery,mongodb,postgresql,amazonredshift,firebase,mysql,oracle,hive,amazonathena,databricks,presto",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
29.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,oracle,naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
19.0,feminino,preta,0,True,goias(go),naotenhograduacaoformal,,de1a2anos,python,"postgresql,sqlserver,googlebigquery",googlecloud(gcp),analistadedados/dataanalyst
39.0,masculino,parda,0,True,bahia(ba),estudantedegraduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,"sqlserver,microsoftaccess,mysql",amazonwebservices(aws),analistadedados/dataanalyst
30.0,feminino,branca,0,True,saopaulo(sp),mestrado,cienciasbiologicas/farmacia/medicina/areadasaude,de1a2anos,python,"hive,googlebigquery",googlecloud(gcp),cientistadedados/datascientist
32.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,cienciasbiologicas/farmacia/medicina/areadasaude,menosde1ano,python,"mysql,s3,amazonredshift,postgresql,sqlite,amazonathena,sqlserver",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
24.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"googlebigquery,postgresql,s3,elaticsearch",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
24.0,feminino,preta,0,True,parana(pr),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"mysql,amazonredshift",amazonwebservices(aws),analistadebi/bianalyst
33.0,feminino,parda,0,True,minasgerais(mg),doutoradoouphd,economia/administracao/contabilidade/financas/negocios,de4a6anos,r,"amazonauroraourds,amazonathena",amazonwebservices(aws),analistadedados/dataanalyst
21.0,feminino,branca,0,True,minasgerais(mg),graduacao/bacharelado,outraopcao,naotenhoexperiencianaareadedados,python,microsoftaccess,amazonwebservices(aws),outraopcao
29.0,masculino,parda,0,True,piaui(pi),doutoradoouphd,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,googlebigquery,azure(microsoft),cientistadedados/datascientist
32.0,feminino,branca,0,True,pernambuco(pe),mestrado,outrasengenharias,de1a2anos,python,googlebigquery,googlecloud(gcp),cientistadedados/datascientist
21.0,masculino,prefironaoinformar,0,True,riodejaneiro(rj),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"s3,snowflake,databricks",amazonwebservices(aws),cientistadedados/datascientist
29.0,masculino,branca,1,True,alagoas(al),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"amazonredshift,s3,amazonathena,databricks",amazonwebservices(aws),analistadedados/dataanalyst
31.0,feminino,branca,0,False,,pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"s3,amazonredshift,postgresql",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
32.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"sqlserver,postgresql,presto,snowflake,databricks,sqlite",naoseiopinar,analistadedados/dataanalyst
22.0,masculino,branca,0,True,parana(pr),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de1a2anos,python,"hive,excel",naoseiopinar,analistadedados/dataanalyst
30.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de4a6anos,python,googlebigquery,googlecloud(gcp),analistadenegocios/businessanalyst
26.0,masculino,branca,0,True,santacatarina(sc),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"postgresql,snowflake",amazonwebservices(aws),analistadebi/bianalyst
32.0,feminino,indigena,0,False,,mestrado,outraopcao,de3a4anos,python,"postgresql,amazonredshift,mongodb",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
32.0,feminino,amarela,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"snowflake,databricks",googlecloud(gcp),analistadedados/dataanalyst
24.0,masculino,branca,0,True,matogrosso(mt),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de4a6anos,python,denodo,naoseiopinar,analistadebi/bianalyst
36.0,masculino,branca,0,True,santacatarina(sc),graduacao/bacharelado,outraopcao,maisde10anos,python,coachdb,amazonwebservices(aws),outraopcao
26.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"googlebigquery,amazonredshift,mongodb,s3,elaticsearch,postgresql,mysql",googlecloud(gcp),analistadedados/dataanalyst
24.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"s3,amazonathena,mysql",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
32.0,feminino,branca,0,True,saopaulo(sp),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,r,googlebigquery,amazonwebservices(aws),cientistadedados/datascientist
25.0,feminino,parda,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"hive,sqlserver",amazonwebservices(aws),outraopcao
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de3a4anos,python,"googlebigquery,databricks",googlecloud(gcp),analistadedados/dataanalyst
35.0,masculino,preta,0,True,santacatarina(sc),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"postgresql,firebird,mariadb",amazonwebservices(aws),outraopcao
23.0,masculino,branca,0,True,riograndedosul(rs),naotenhograduacaoformal,,naotenhoexperiencianaareadedados,python,receita,amazonwebservices(aws),outraopcao
30.0,feminino,branca,0,False,,pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,googlebigquery,googlecloud(gcp),analistadebi/bianalyst
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,cienciasbiologicas/farmacia/medicina/areadasaude,naotenhoexperiencianaareadedados,python,googlebigquery,googlecloud(gcp),outraopcao
47.0,feminino,parda,0,True,minasgerais(mg),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,googlebigquery,amazonwebservices(aws),outraopcao
27.0,feminino,parda,0,True,ceara(ce),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"sqlserver,mysql",googlecloud(gcp),analistadedados/dataanalyst
31.0,masculino,parda,0,True,saopaulo(sp),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"postgresql,elaticsearch",googlecloud(gcp),engenheirodemachinelearning/mlengineer
29.0,masculino,branca,0,True,riograndedonorte(rn),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,naotenhoexperiencianaareadedados,python,googlebigquery,naoseiopinar,outraopcao
30.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"mysql,postgresql",azure(microsoft),cientistadedados/datascientist
32.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,mysql,googlecloud(gcp),cientistadedados/datascientist
24.0,masculino,parda,0,True,saopaulo(sp),naotenhograduacaoformal,,de1a2anos,python,"mysql,googlebigquery,mongodb,postgresql,elaticsearch",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
50.0,feminino,branca,0,True,parana(pr),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,sqlserver,azure(microsoft),analistadedados/dataanalyst
28.0,masculino,branca,0,True,santacatarina(sc),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de4a6anos,python,snowflake,googlecloud(gcp),analyticsengineer
24.0,masculino,branca,0,True,distritofederal(df),graduacao/bacharelado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de1a2anos,python,excel,googlecloud(gcp),analistadebi/bianalyst
25.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"googlebigquery,sqlserver,redis",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
32.0,masculino,branca,0,True,riograndedosul(rs),pos-graduacao,outrasengenharias,de1a2anos,python,"databricks,amazonathena,amazonredshift,s3",amazonwebservices(aws),engenheirodemachinelearning/mlengineer
25.0,masculino,branca,0,True,santacatarina(sc),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"mysql,googlebigquery,postgresql",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
27.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"databricks,mongodb,sqlserver",azure(microsoft),analistadenegocios/businessanalyst
29.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"db2,databricks",amazonwebservices(aws),analistadedados/dataanalyst
28.0,masculino,amarela,0,True,,naotenhograduacaoformal,,de1a2anos,python,mysql,googlecloud(gcp),analistadebi/bianalyst
25.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,outrasengenharias,menosde1ano,python,"mysql,dynamodb,amazonredshift,mongodb",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
44.0,masculino,parda,0,True,bahia(ba),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,python,sqlserver,googlecloud(gcp),estatistico
30.0,masculino,branca,0,True,parana(pr),mestrado,outrasengenharias,de7a10anos,python,"postgresql,s3",amazonwebservices(aws),engenheirodemachinelearning/mlengineer
29.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outraopcao,de4a6anos,r,"mysql,presto,googlebigquery,googlefirestore,amazonathena,amazonredshift,firebase,snowflake,databricks,postgresql,sqlserver,mongodb",amazonwebservices(aws),analistadedados/dataanalyst
28.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"mysql,postgresql,amazonauroraourds,amazonredshift,s3",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
41.0,masculino,branca,0,True,amazonas(am),pos-graduacao,cienciasbiologicas/farmacia/medicina/areadasaude,de1a2anos,python,saphana,amazonwebservices(aws),outraopcao
47.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"saphana,googlebigquery",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
30.0,masculino,branca,0,True,parana(pr),pos-graduacao,outrasengenharias,menosde1ano,python,mysql,amazonwebservices(aws),cientistadedados/datascientist
54.0,feminino,parda,0,True,riodejaneiro(rj),graduacao/bacharelado,outraopcao,de7a10anos,naosei,naoreconheconenhum,googlecloud(gcp),outraopcao
33.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,sqlserver,azure(microsoft),analistadebi/bianalyst
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"snowflake,postgresql,amazonathena",amazonwebservices(aws),analistadenegocios/businessanalyst
35.0,masculino,parda,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de1a2anos,python,sqlserver,azure(microsoft),analistadenegocios/businessanalyst
22.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,python,amazonredshift,amazonwebservices(aws),analistadedados/dataanalyst
23.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,menosde1ano,python,sqlserver,amazonwebservices(aws),analistadebi/bianalyst
24.0,feminino,parda,0,True,santacatarina(sc),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"mysql,amazonathena,s3,sqlite,amazonredshift",amazonwebservices(aws),cientistadedados/datascientist
29.0,feminino,parda,0,True,santacatarina(sc),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de1a2anos,python,"oracle,s3",naoseiopinar,analistadedados/dataanalyst
30.0,feminino,branca,0,True,minasgerais(mg),graduacao/bacharelado,outrasengenharias,de1a2anos,python,googlebigquery,googlecloud(gcp),cientistadedados/datascientist
26.0,feminino,branca,0,True,distritofederal(df),mestrado,outrasengenharias,de4a6anos,python,"amazonredshift,databricks",naoseiopinar,cientistadedados/datascientist
29.0,masculino,branca,0,True,saopaulo(sp),naotenhograduacaoformal,,de1a2anos,python,"googlebigquery,postgresql",googlecloud(gcp),analistadedados/dataanalyst
33.0,masculino,parda,0,True,parana(pr),doutoradoouphd,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"postgresql,amazonathena,databricks,mysql,s3",amazonwebservices(aws),cientistadedados/datascientist
29.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,quimica/fisica,de3a4anos,julia,"amazonredshift,amazonathena,s3,postgresql,mysql,presto",amazonwebservices(aws),analistadedados/dataanalyst
35.0,feminino,parda,0,True,sergipe(se),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,spark,"databricks,sqlserver",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
30.0,masculino,preta,0,True,riodejaneiro(rj),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de1a2anos,python,azuredatalake,azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
40.0,masculino,branca,0,True,parana(pr),graduacao/bacharelado,cienciasbiologicas/farmacia/medicina/areadasaude,de1a2anos,python,"googlebigquery,databricks",azure(microsoft),analistadedados/dataanalyst
50.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"sqlserver,mysql",googlecloud(gcp),desenvolvedor/engenheirodesoftware/analistadesistemas
